Name,Address,Province,City,Postal Code,Telephone,Email,Find or become a mentor to a newcomer,Francophone service provider,Help finding a job,Help preparing for the citizenship test,Help with daily life,Job-specific language training,Language assessment,Language training (general),Other Services,Services for LGBTQ2,Services for refugees,Services for seniors,Services for women,Services for youth
School District No. 41 - Burnaby ,7777 Mayfield Street,British Columbia,Burnaby,V5E2J5,604-296-6900, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 41 - Burnaby ,7881 Government Road,British Columbia,Burnaby,V5A2C9,604-296-6900, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 41 - Burnaby ,8525 Forest Grove Drive,British Columbia,Burnaby,V5A4H5,604-296-6900, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 41 - Burnaby ,8580 16th Avenue,British Columbia,Burnaby,V3N 1S6,604-664-8568, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 41 - Burnaby ,8757 Armstrong Avenue,British Columbia,Burnaby,V3N2H8,604-296-6900, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 41 - Burnaby ,8800 Eastlake Drive,British Columbia,Burnaby,V3J 7X5,604-296-6870, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 41 - Burnaby ,9388 Tower Road,British Columbia,Burnaby,V5A 4X6,604-664-2030, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 41 - Burnaby ,9540 Erickson Drive,British Columbia,Burnaby,V3J 1M9,604-664-8622, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 41 - Burnaby ,9847 Lyndhurst Street,British Columbia,Burnaby,V3J1E9,604-296-6900, ,False,False,False,False,True,False,False,False,True,False,False,False,False,True
School District No. 60 - Peace River North,10114 105 Ave,British Columbia,Fort St. John,V1J 4S4,250-262-6098, ,True,False,False,False,True,False,False,False,True,False,False,False,False,True
Settlement Assistance and Family Support Services,1154 Morningside Avenue East Unit 206,Ontario,Toronto,M1B 3A4,416-286-0826,indirabasu@safss.org,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Settlement Assistance and Family Support Services,1200 Markham Road,Ontario,Toronto,M1H 3C3,416-431-4847,reception@safss.org,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Settlement Assistance and Family Support Services,4352 Kingston Road 2nd Floor,Ontario,Toronto,M1E 2M8,416-286-3878,indirabasu@safss.org,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Settlement Assistance and Family Support Services,5637 Finch Avenue East Unit 8,Ontario,Toronto,M1B 5K9,416-293-9263,indirabasu@safss.org,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Settlement Services in the Bow Valley,110 Bear Street Box 1260,Alberta,Banff,T1L 1A1,403-762-1248, ,True,False,True,False,True,False,False,False,True,True,True,True,True,True
Seven Oaks School Divison,830 Powers Street   ,Manitoba,Winnipeg,R2V 4E7,204-586-8061,fran.taylor@7oaks.org,False,False,True,False,True,False,False,True,True,False,True,False,True,True
Sexuality Education resource Centre,167 Sherbrook Street,Manitoba,Winnipeg,RC3 2B7,204-299-8475,lcaron@serc.mb.ca ,False,False,False,False,True,False,False,False,True,False,False,False,True,True
Sexuality Education resource Centre,300-123 Main Street,Manitoba,Winnipeg,R3C1A3,204-945-6151,eal@rrc.ca,False,False,True,False,True,False,False,True,True,False,False,False,True,True
Sexuality Education Resource Centre Manitoba Inc.,200-226 Osborne St N,Manitoba,Winnipeg,R3C 1V4,204-982-7800,info@serc.mb.ca,False,False,False,False,True,False,False,False,False,False,False,True,True,True
SHARE Family and Community Services Society ,#204-504 Cottonwood Ave.,British Columbia,Coquitlam,V3J 2R5,604-937-3830, ,False,False,False,False,True,False,False,False,True,False,True,False,True,True
Shuswap Immigrant Services Society,101-371 Hudson Avenue NE,British Columbia,Salmon Arm,V1E 4N3,250-804-2726, ,True,False,False,True,True,False,False,False,False,False,False,False,False,False
Silent Voice Canada,60 St. Clair Avenue East Suite 400,Ontario,Toronto,M4T 1N5,416-463-1104,k.mackenzie@silentvoice.ca,True,False,True,True,True,True,False,False,False,False,True,True,True,True
Sir Sandford Fleming College,555 Bonacord Street,Ontario,Peterborough,K9J 7B1,705-749-5530,info@flemingcollege.ca,True,False,False,False,True,False,False,True,False,False,False,False,False,False
Skeena Diversity Society,4617 Lazelle Avenue,British Columbia,Terrace,V8G 1S3,250-615-6892, ,True,False,True,False,True,False,False,False,True,False,False,False,False,False
Skills for Change,791 St. Clair Avenue West,Ontario,Toronto,M6C 1B7,416-658-3101,info@skillsforchange.org,True,False,True,False,True,True,False,False,False,False,True,True,True,True
Smithers Community Services Association,3815B Railway Avenue,British Columbia,Smithers,V0J 2N0,250-847-9515, ,True,False,True,False,True,False,True,True,True,False,False,False,False,False
Social Enterprise for Canada,17705 Leslie Street,Ontario,Newmarket,L3Y 3E3,289-231-6495,info@socialenterprise.ca,True,False,True,False,True,False,False,False,True,True,True,True,True,True
Social Enterprise for Canada - Agilec,50 Andrew Street South Unit 102,Ontario,Orillia,L3V 7T5,705-325-9299,info@socialenterprise.ca,True,False,True,False,True,False,True,False,True,True,True,True,True,True
Social Enterprise for Canada - East Ridge Evangelical Missionary Church,12485 10th Line,Ontario,Stouffville,L4A 7X3,905-640-3911,info@socialenterprise.ca,True,False,True,False,True,False,True,False,True,True,True,True,True,True
Social Enterprise for Canada - Focus Community Development Corp,46 Wellington Street West Unit 2 ,Ontario,Alliston,L9R 2B8,705-435-9821,info@socialenterprise.ca,True,False,True,False,True,False,True,False,True,True,True,True,True,True
Social Enterprise for Canada - Keswick Public Library,90 Wexford Drive,Ontario,Keswick,L4P3P7,905-476-5762,info@socialenterprise.ca,True,False,True,False,True,False,True,False,True,True,True,True,True,True
Social Enterprise for Canada - Orillia Public Library,36 Mississaga Street West,Ontario,Orillia,L3V 3A6,705-325-2338,info@socialenterprise.ca,True,False,True,False,True,False,True,False,True,False,True,True,True,True
Social Enterprise for Canada - Tracks Employment Services,50 Hume Street,Ontario,Collingwood,L9Y 1V2,705-444-1580,info@socialenterprise.ca,True,False,True,False,True,False,True,False,True,True,True,True,True,True
Social Enterprise for Canada - Welcome Centre Immigrant Services -Newmarket,16655 Yonge St Unit 26,Ontario,Newmarket,L3X1V6,1-877-761-1155,info@socialenterprise.ca,True,False,False,False,True,False,False,False,True,True,True,True,True,True
Social Enterprise for Canada - Yorkworks,20887 Dalton Road,Ontario,Sutton,L0E 1R0,905-722-1480,info@socialenterprise.ca,True,False,True,False,True,False,True,False,True,True,True,True,True,True
Société de développement économique de la Colombie-Britannique,220-1555 7th Avenue West,British Columbia,Vancouver,V6J 1S1,604-732-3534,info@sdecb.com,False,True,True,False,False,False,False,False,True,False,False,False,False,False
Société du centre scolaire communautaire de Calgary,4800 Richard Road Street West,Alberta,Calgary,T3E 6L1,403-249-1749, ,False,True,False,False,True,False,True,True,True,False,False,True,True,True
Société Économique de l’Ontario,2 Carlton Street Suite 1305-1307,Ontario,Toronto,M5B 1J3,416-596-0220,info@seo-ont.ca,False,True,True,False,True,False,False,False,False,False,False,False,True,False
Société franco-manitobaine (SFM) / Accueil francophone du Manitoba,147 Provencher Blvd Unit 106   ,Manitoba,Winnipeg,R2H 0G2,204-233-4915,bsacko@sfm.mb.ca,True,True,True,False,True,True,True,True,True,True,True,True,True,True
Société franco-manitobaine (SFM) / Accueil francophone du Manitoba,190 Cathédrale Avenue ,Manitoba,Winnipeg,R2H 0H7,204-975-4250,accueil@sfm.mb.ca,True,True,False,False,True,False,False,False,True,False,True,True,False,True
Société Santé en français,223 Main Street,Ontario,Ottawa,K1S 1C4,613-244-1889,j.gravel@santefrancais.ca,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Society for Manitobans with Disabilities Inc.,825 Sherbrook Street   ,Manitoba,Winnipeg,R3A 1M5,204-975-3010,info@manitobapossible.ca,False,False,False,False,True,False,False,True,True,False,True,False,False,True
Society of Brooks Community Adult Learning Council (BCALC),303-8th Street E,Alberta,Brooks,TIR 1B2,403-362-5372,bcalc@brookslearning.ca,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Solomon College,10621 - 100th Avenue Suite 228,Alberta,Edmonton,T5J 0B3,780-431-1515, ,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Somali Canadian Women and Children Association,13415C Fort Rd NW,Alberta,Edmonton,T5A 1C6,780-756-1175, ,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Somali Centre for Family Services,1719 Bank Street Suite 200,Ontario,Ottawa,K1V 7Z4,613-526-2075,info@scfsottawa.org,True,False,True,False,True,True,False,False,False,False,True,True,True,True
Somali Immigrant Aid Organization,1778 Weston Road Suite 105,Ontario,Toronto,M9N 1V8,416-243-1988,siao@idirect.com,False,False,True,False,True,False,False,True,True,False,False,False,False,True
South Essex Community Council,215 Talbot Street East,Ontario,Leamington,N8H 3X5,519-326-8629,info@secc.on.ca,True,False,True,True,True,False,False,True,True,False,True,False,False,True
South London Neighbourhood Resource Centre,1119 Jalna Boulevard,Ontario,London,N6E 3B3,519-686-8600, ,True,False,True,True,True,False,False,False,True,False,True,False,True,True
South London Neighbourhood Resource Centre - Bostwick Branch Library ,501 Southdale Road West,Ontario,London,N6K 3X4,519-686-8600,nneedham@slnrc.ca,False,False,True,False,True,False,False,False,True,False,True,False,False,False
South London Neighbourhood Resource Centre - Westmount Shopping Centre,785 Wonderland Road S,Ontario,London,N6K 1M6,519-686-8600,nneedham@slnrc.ca,False,False,True,False,True,False,False,False,True,False,True,False,False,False
South Vancouver Neighbourhood House,6470 Victoria Drive,British Columbia,Vancouver,V5P 3Z7,604-324-6212, ,True,False,True,False,True,False,False,False,False,True,True,True,True,True
South West Centre for Community Program Development - Community Employment Services,40 Metcalf Street,Ontario,Woodstock,N4S 3E7,519-539-8161, ,True,False,True,False,True,False,False,False,False,False,True,False,False,False
Southeast Advocates for Employment,1108 6th Street,Saskatchewan,Estevan,S4A 1A8,306-637-4920,newcomerservices@sasktel.net,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Southeast College,633 King Street P.O. Box 1565,Saskatchewan,Weyburn,S4H 0T1,306-848-2500,kburham@southeastcollege.org,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Southwest Newcomer Welcome Centre Inc.,237 Central Avenue North,Saskatchewan,Swift Current,S9H 0L3,306-778-6262,nwc@newcomerwelcomecentre.com,True,False,True,False,True,False,False,False,True,False,False,False,False,True
Spence Neighbourhood Association Inc.,615 Ellice Avenue  ,Manitoba,Winnipeg,R3G 0A4,204-783-8607,lin@spenceneighbourhood.org,False,False,False,False,True,False,False,False,False,False,False,False,False,True
St. Stephen's Community House (Peer Nutrition Program),955 Queen Street East  ,Ontario,Toronto,M4M 3P3,416-925-2103, ,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Steinbach Chamber of Commerce,D4 - 284 Reimer Avenue   ,Manitoba,Steinbach,R5G 0R5,204-346-6600,gwen@eastmanimmigrantservices.com,True,False,True,True,True,True,True,True,True,True,True,True,True,True
Strides Support Services Toronto East Metro Youth Services,1200 Markham Road Suite 313,Ontario,Toronto,M1H 3C3,416-438-3697,contactus@stridestoronto.ca,True,False,True,False,True,False,False,False,True,False,False,False,False,True
Supporting Employment and Economic Development (SEED) Winnipeg Inc.,80 Salter Street   ,Manitoba,Winnipeg,R2W 4J6,204-927-9935,info@seedwinnipeg.ca,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Swan Valley Settlement & Immigrant Services,516 Main Street E,Manitoba,Swan River,R0L 1Z0,204-734-9874,svsettlementservices@hotmail.com,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Syrian Canadian Foundation,4308 Village Centre Court  ,Ontario,Mississauga,L4Z 1S2,647-784-2136,info@syriancanadianfoundation.ca,False,False,True,False,True,True,False,False,True,False,True,False,True,False
Tesoc Multicultural Settlement and Community Services,1160 Birchmount Road Unit 1A,Ontario,Toronto,M1P 2B8,416-757-6043,info@tesoc.org,False,False,False,False,True,False,False,True,True,False,False,False,False,False
Tesoc Multicultural Settlement and Community Services,685 Lansdowne Avenue Unit 1A,Ontario,Toronto,M6H 3Y9,416-536-5678,info@tesoc.org,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Thames Valley District School Board,127 Sherwood Forest Square,Ontario,London,N6G 2C3,519-452-2000, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Thames Valley District School Board,1350 Highbury Avenue,Ontario,London,N5Y 1B5,519-452-2000, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Thames Valley District School Board,391 Blossom Park Road,Ontario,Woodstock,N4S 7J3,519-452-2000, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Thames Valley District School Board,505 Village Green Avenue,Ontario,London,N6J 4G4,519-452-2000, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Thames Valley District School Board,565 Bradley Avenue,Ontario,London,N6E 3Z8,519-452-2000, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Thames Valley District School Board,70 Jacqueline Street,Ontario,London,N5Z 3P7,519-452-2000, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Thames Valley District School Board,785 Trafalgar Street,Ontario,London,N5Z 1E6,519-452-2000, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
The 519 Church St. Community Centre,519 Church Street,Ontario,Toronto,M4Y 2C9,416-392-6874, ,True,False,True,False,True,False,False,False,False,True,False,True,True,True
The 519 Church St. Community Centre - Phillipine Overseas Labour Office,160 Eglinton Avenue East,Ontario,Toronto,M4P 3B5,416-392-6874, ,False,False,True,False,True,False,False,False,False,True,False,True,True,True
The Arab Community Centre of Toronto,555 Burnhamthorpe Road Suite 209,Ontario,Toronto,M9C 2Y3,416-231-7746, ,True,False,False,False,True,False,False,False,False,False,True,True,True,True
The Arab Community Centre of Toronto,898 Markham Road,Ontario,Scarborough,M1H 2Y2,416-231-7746, ,True,False,False,False,True,False,False,False,False,False,True,True,True,True
The Bob Rumball Canadian Centre of Excellence for the Deaf,2395 Bayview Avenue,Ontario,Toronto,M2L 1A2,416-449-9651, ,False,False,True,False,False,True,False,True,False,False,True,False,False,False
The Canadian Hearing Society,2227 South Millway Suite 300,Ontario,Mississauga,L5L 3R6,866-518-0000, ,False,False,False,False,True,False,False,True,True,False,False,False,True,False
The Cross-Cultural Community Services Association,302 Spadina Avenue Suite 206,Ontario,Toronto,M5T 2E7,416-977-4026, ,False,False,False,False,True,False,False,True,True,False,False,True,True,False
The Cross-Cultural Community Services Association,310 Spadina Avenue Suite 301,Ontario,Toronto,M5T 2E8,416-977-4026, ,False,False,False,False,True,False,False,True,True,False,False,True,True,True
The Cross-Cultural Community Services Association,325 - 395 Bamburgh Circle Unit A107,Ontario,Toronto,M1W 3Y1,416-502-9500, ,False,False,False,False,True,False,False,True,True,False,False,True,True,True
The Cross-Cultural Community Services Association,720 Burnhamthorpe Road West Unit 2,Ontario,Mississauga,L5C 3G1,905-615-9500, ,False,False,False,False,True,False,False,True,True,False,False,False,True,False
The Cross-Cultural Community Services Association,Metro Square 3636 Steeles Avenue Unit 213,Ontario,Markham,L3R 1K9,905-475-9898, ,False,False,False,False,True,False,False,True,True,False,False,True,True,True
The Governing Board of South Winnipeg Technical Center,7 Fultz Boulevard,Manitoba,Winnipeg,R3Y 1G4,204-989-6500,viksok@wtc.mb.ca,False,False,False,False,True,True,True,True,False,False,False,False,False,False
The Governing Council of The Salvation Army Barbara Mitchell Family Resource Centre,51 Morrow Avenue  ,Manitoba,Winnipeg,R2M 1A5,204-946-9152,ganna_glibka@can.salvationarmy.org,True,False,True,False,True,False,False,False,False,False,True,False,False,True
The Housing Help Centre,100 Consilium Place 10th Fl,Ontario,Scarborough,M1H 3E3,416-285-8070, ,False,False,False,False,True,False,False,False,False,False,True,True,True,False
The Housing Help Centre,2500 Lawrence Avenue East Suite 205,Ontario,Scarborough,M1P 2R7,416-285-8070, ,False,False,False,False,True,False,False,False,False,False,True,True,True,False
The Housing Help Centre,325 Milner Ave 9th Fl,Ontario,Scarborough,M1B 5N1,416-285-8070, ,False,False,False,False,True,False,False,False,False,False,True,True,True,False
The Housing Help Centre,8 Shadlock St #5A,Ontario,Markham,L3S3K9,905-554-9033, ,False,False,False,False,True,False,False,False,False,False,True,True,True,False
The Humboldt Regional Newcomer Centre Inc.,636 9th Street P.O. Box 3430,Saskatchewan,Humboldt,S0K 2A0,306-682-4277,info@thehrnc.com,True,False,False,False,True,False,False,False,True,False,False,False,False,True
The Immigrant Education Society,311 32 Westwinds Crescent NE,Alberta,Calgary,T3J 5L3,587-392-4177,reception@immigrant-education.ca,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Immigrant Educational Society,3820 32nd Street NE,Alberta,Calgary,T1Y 7L9,403-291-0002,reception@immigrant-education.ca,False,False,True,False,True,False,False,True,True,False,False,False,False,False
The Learning Enrichment Foundation,116 Industry Street,Ontario,Toronto,M6M 4L8,416-769-0830, ,True,False,True,False,True,True,False,True,False,False,False,False,False,False
The Learning Enrichment Foundation,1267 Weston Road,Ontario,Toronto,M6M 4R2,416-244-8982, ,True,False,True,False,True,True,False,True,False,False,False,False,False,False
The Learning Enrichment Foundation,55 Emmett Avenue,Ontario,Toronto,M6M 2E4,416-572-0086, ,True,False,True,False,True,False,False,False,False,False,False,False,False,False
The Multicultural Association of Greater Moncton Area (MAGMA),22 Church Street Suite C170,New Brunswick,Moncton,E1C 0P7,506-857-9430,info@magma-amgm.org,True,False,True,True,True,True,False,True,False,False,True,True,True,True
The Neighbourhood Community Services (Healthy Beginnings for Healthy Babies),48 Thorncliffe Park Drive,Ontario,Toronto,M4H 1J7,416-925-2103, ,False,False,False,False,False,True,False,False,False,False,False,False,True,False
The Neighbourhood Group Community Services,219 Augusta Avenue,Ontario,Toronto,M5T 2L9,416-964-8747, ,False,False,False,False,False,False,False,True,False,False,False,False,True,False
The Neighbourhood Group Community Services,340 College Street,Ontario,Toronto,M5T 3A9,416-964-8747, ,False,False,False,False,False,False,False,True,False,False,False,True,False,False
The Neighbourhood Group Community Services,5231 Yonge Street,Ontario,Toronto,M2N 5P8,416-964-8747, ,False,False,False,False,False,False,False,True,False,False,False,False,True,False
The Neighbourhood Group Community Services,91 Bellevue Avenue,Ontario,Toronto,M5T 2N8,416-925-2103, ,False,False,False,False,True,False,False,True,False,False,False,False,True,False
The Neighbourhood Group Community Services  (Parents for Better Beginnings Perinatal Program),246 Sackville Street,Ontario,Toronto,M5A 3S4,416-925-2103, ,False,False,False,False,True,False,False,False,False,False,False,False,True,False
The Neighbourhood Group Community Services (Great Start Together Perinatal Program),168 Bathurst Street,Ontario,Toronto,M5V 2RV,416-925-2103, ,False,False,False,False,True,False,False,False,False,False,False,False,True,False
The Neighbourhood Group Community Services (Healthy Beginnings for Healthy Babies),3079 Danforth Avenue,Ontario,Toronto,M1L 1A8,416-925-2103, ,False,False,False,False,False,True,False,False,False,False,False,False,True,False
The Neighbourhood Group Community Services (Healthy Beginnings Partnership),1884 Davenport Road,Ontario,Toronto,M6N 4Y2,416-925-2103, ,False,False,False,False,True,False,False,False,False,False,False,False,True,False
The Ottawa Community Loan Fund ,80 Aberdeen Street,Ontario,Ottawa,K1S 5R5,613-366-2159,info@oclf.org,True,False,False,False,False,False,False,False,False,False,True,False,False,False
The River East Transcona School Division (RETSD),589 Roch Street   ,Manitoba,Winnipeg,R2K 2P7,204-667-7130,kcampbell@retsd.mb.ca,False,False,False,False,True,False,False,True,False,False,False,False,False,False
The Saint John Newcomers Centre,165 Union Street,New Brunswick,Saint John,E2L 5C7,506-642-4242,welcome@sjnewcomers.ca,False,True,False,True,True,False,False,False,False,False,False,False,False,True
The SPEC Association for Children and Families,327 - 3rd Street W. Suite 101 ,Alberta,Brooks,T1R 0E7,403-362-5056,home@spec.ab.ca,False,False,False,False,True,False,False,False,True,False,False,False,True,False
The University of Western Ontario,1151 Richmond St. ,Ontario,London,N6A 5C2,519-661-2111 ext. 84650,vesses@uwo.ca,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Women's Centre of Halton,1515 Rebecca Street Suite 229,Ontario,Oakville,L6L 5G8,905-847-5520,support@thewomencentreofhalton.com,False,False,True,False,True,True,False,False,True,False,False,False,True,False
The Women's Centre of Halton,225 Main Street Unit 7,Ontario,Milton,L9T 1N9,289-878-1943,support@thewomencentreofhalton.com,False,False,True,False,True,True,False,False,True,False,False,False,True,False
The YMCA of Greater Vancouver,955 Burrard Street,British Columbia,Vancouver,V6Z 1Y2,604-689-9622, ,True,False,False,True,True,False,False,False,False,False,False,False,False,False
Thunder Bay Multicultural Association,17 North Court Street,Ontario,Thunder Bay,P7A 4T4,807-345-0551,info@tbma.ca,False,False,True,True,True,False,True,True,True,False,True,True,True,True
Timmins and District Multicultural Centre,119 Pine Street South Suite 10  ,Ontario,Timmins,P4N 2K3,705-363-7267, ,True,False,True,False,True,False,True,False,False,False,True,True,True,True
TNO - The Neighbourhood Organization,1 Leaside Park Drive Unit 7,Ontario,Toronto,M4H 1R1,416-467-0126, ,True,False,True,False,True,False,False,True,False,False,True,False,True,True
TNO - The Neighbourhood Organization,10 Gateway Blvd,Ontario,Toronto,M3C 3A1,416-424-2900, ,False,False,False,False,True,False,False,False,False,False,True,False,True,True
TNO - The Neighbourhood Organization,14 Overlea Boulevard,Ontario,Toronto,M4H 1A4,416-396-2930, ,True,False,True,False,True,False,False,True,False,False,False,False,True,True
TNO - The Neighbourhood Organization,1457 McCowan Road Unit 200,Ontario,Toronto,M1S 5K7,416-396-7815, ,True,False,False,False,True,False,False,True,False,False,True,True,True,False
TNO - The Neighbourhood Organization,1470 Don Mills Road 2nd Floor,Ontario,Toronto,M3B 2X9,416-395-3988, ,True,False,True,False,True,True,False,True,False,False,True,False,False,False
TNO - The Neighbourhood Organization,18 Thorncliffe Park Drive,Ontario,Toronto,M4H 1N7,416-421-3054, ,True,False,False,True,True,False,False,True,True,False,True,True,True,False
TNO - The Neighbourhood Organization,200 Wellesley Street East,Ontario,Toronto,M4X 1G3,416-964-6657, ,False,False,False,False,True,False,False,False,False,False,True,False,True,True
TNO - The Neighbourhood Organization,2907 Kennedy Road 2nd floor,Ontario,Toronto,M1V 1S8,416-396-6222, ,True,False,False,False,True,False,False,True,False,False,True,True,True,False
TNO - The Neighbourhood Organization,6464 Yonge Street,Ontario,Toronto,M2M 3X4,416-395-4820, ,True,False,False,False,True,True,False,True,False,False,True,True,True,False
TNO - The Neighbourhood Organization,685 Sheppard Avenue East,Ontario,Toronto,M2K 1B6,416-395-8214, ,True,False,False,False,True,False,False,True,False,False,True,True,True,False
TNO - The Neighbourhood Organization,Crescent Town Club 2A The Market Place,Ontario,Toronto,M4C 5M1,416-690-6385, ,True,False,False,False,True,False,False,False,False,False,True,False,True,False
TNO - The Neighbourhood Organization (at Toronto Public Library) ,269 Gerrard St East,Ontario,Toronto,M5A 2G3,416-467-0126,https://tno-toronto.org/contact-tnos-swislsp-settlement-workers,False,False,False,False,True,False,False,False,True,False,False,False,False,False
TNO - The Neighbourhood Organization (at Toronto Public Library) ,29 St Dennis Drive,Ontario,Toronto,M3C 3J3,416-467-0126,https://tno-toronto.org/contact-tnos-swislsp-settlement-workers,False,False,False,False,True,False,False,False,True,False,False,False,False,False
TNO - The Neighbourhood Organization (at Toronto Public Library) ,48 Thorncliffe Park Drive,Ontario,Toronto,M4H 1J7,416-467-0126,https://tno-toronto.org/contact-tnos-swislsp-settlement-workers,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Today Family Violence Help Centre,17724 102 Avenue NW,Alberta,Edmonton,T5S 1H5,780-455-6880, ,False,False,False,False,True,False,False,False,True,False,True,True,True,False
Toronto and Region Conservation Authority,101 Exchange Avenue,Ontario,Vaughan,L4K 5R6,416-661-6600,info@trca.on.ca,False,False,True,False,False,False,False,False,True,False,False,False,False,True
Toronto Catholic District School Board,2 Lansing Square Suite 102,Ontario,Toronto,M2J 4P8,416-750-2070,eregister@tcdsb.org,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Toronto Catholic District School Board,2275 Lake Shore Boulevard West Suite 200,Ontario,Toronto,M2H 1S9,416-397-6959,eregister@tcdsb.org,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Toronto Catholic District School Board,3430 Finch Avenue East,Ontario,Toronto,M1W 2R5,416-397-6600,eregister@tcdsb.org,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Toronto Catholic District School Board,44 Kelvinway Drive,Ontario,Scarborough,M1W 1N6,416-397-6046,eregister@tcdsb.org,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Toronto Catholic District School Board,90 Eglinton Avenue East suite 200,Ontario,Toronto,M4P 2Y3,416-397-6196,eregister@tcdsb.org,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Toronto District School Board,14 Overlea Boulevard,Ontario,Toronto,M4H 1A4,416-396-2930,LINC@tdsb.on.ca,False,False,False,False,True,False,False,True,True,False,True,False,False,False
Toronto District School Board,1457 McCowan Road,Ontario,Toronto,M1S 5K7,416-396-7815,LINC@tdsb.on.ca,False,False,True,False,True,True,False,True,True,False,True,False,False,False
Toronto District School Board,1470 Don Mills Road,Ontario,Toronto,M3B 2X9,416-395-3988,LINC@tdsb.on.ca,False,False,True,False,True,True,False,True,True,False,True,False,False,False
Toronto District School Board,1530 Albion Road,Ontario,Toronto,M9V 1B4,416-394-6232,LINC@tdsb.on.ca,False,False,False,False,True,False,False,True,True,False,True,False,False,False
Toronto District School Board,2494 Danforth Avenue,Ontario,Toronto,M4C 1K9,416-396-2488,LINC@tdsb.on.ca,False,False,False,False,True,False,False,True,True,False,True,False,False,False
Toronto District School Board,2907 Kennedy Road 2nd Floor,Ontario,Toronto,M1V 1S8,416-396-6222,LINC@tdsb.on.ca,False,False,False,False,False,False,False,True,True,False,True,False,False,False
Toronto District School Board,30 Barrhead Crescent,Ontario,Toronto,M9W 3Z7,416-394-6225,LINC@tdsb.on.ca,False,False,False,False,False,False,False,True,True,False,True,False,False,False
Toronto District School Board,31 Tapscott Road,Ontario,Toronto,M1B 4Y7,416-396-9100,nsmalvern@tdsb.on.ca,False,False,True,True,True,False,False,False,False,False,False,False,True,True
Toronto District School Board,34 Kenton Drive,Ontario,Toronto,M2R 2H8,416-395-8486,LINC@tdsb.on.ca,False,False,False,False,True,False,False,True,True,False,True,False,False,False
Toronto District School Board,4505 Jane Street,Ontario,Toronto,M3N 2K7,416-395-5066,LINC@tdsb.on.ca,False,False,False,False,True,False,False,True,True,False,True,False,False,False
Toronto District School Board,6464 Yonge Street,Ontario,Toronto,M2M 3X4,416-395-8309,LINC@tdsb.on.ca,False,False,True,False,True,True,False,True,True,False,True,True,False,False
Toronto District School Board,6464 Yonge Street 2nd Floor,Ontario,Toronto,M2M 3X4,416-395-8270,eltemployment@tdsb.on.ca,False,False,True,False,True,True,False,True,False,False,True,False,True,False
Toronto District School Board,685 Sheppard Avenue East,Ontario,Toronto,M2K 1B6,416-395-8214,LINC@tdsb.on.ca,False,False,False,False,True,False,False,True,True,False,True,False,False,False
Toronto District School Board,74 Victoria Street Suite 115,Ontario,Toronto,M5C 2A5,416-393-8268,LINC@tdsb.on.ca,False,False,False,False,True,False,False,True,True,False,True,False,False,False
Umoja Operation Compassion Society,#208 - 14888 104 Avenue  ,British Columbia,Surrey,V3R 1M4,604-581-5574,info@umojaoperation.ca,False,False,True,False,True,False,False,False,False,False,False,False,True,False
Unemployed Help Centre of Windsor Inc.,6955 Cantelon Drive,Ontario,Windsor,N8T 3J9,519-944-4900,uhc@uhc.ca,True,False,True,False,True,True,False,True,True,False,False,False,False,True
